Name,Intelligence,Strength,Speed,Durability,Power,Combat,Tier,SuperPowers,Universe,Alignment,Gender
Reverse Flash,100,30,100,35,70,85,4,"Accelerated Healing,Afterimage Creation,Durability,Durability Negation,Electrokinesis,Indomitable Will,Information Analysis,Intelligence,Phasing,Speed Force,Stamina,Super Speed,Super Strength,Time Manipulation Resistance,Time Travel,Acrobatics,Agility,Bullet Time,Dimensional Travel,Duplication,Energy Beams,Enhanced Senses,Hacking,Intangibility,Jump,Longevity,Magnetism,Marksmanship,Master Tactician,Portal Creation,Reflexes,Stealth,Time Manipulation",Arrowverse - DC Television Universe,Bad,Male
Rhea,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Rip Hunter,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,Good,Male
Rory,65,25,50,25,60,65,2,"Angel Physiology,Flight,Intangibility,Intelligence,Stamina,Super Speed,Super Strength,Accelerated Healing,Agility,Dimensional Travel,Divine Powers,Divinity,Durability Negation,Endurance,Immortality,Indomitable Will,Jump,Magic Resistance,Marksmanship,Non-Physical Interaction,Reflexes,Stealth,Cold Resistance,Cosmic Awareness,Enhanced Senses,Hellfire Resistance,Radiation Immunity,Regeneration,Soul Manipulation,Teleportation,Time Travel,Weapon-based Powers",Arrowverse - DC Television Universe,Bad,Female
Rupture,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Ryan Choi,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
S.T.R.I.P.E.,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Sam Lane,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Sand Demon,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Sarab,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,Neutral,Male
Savitar,90,45,100,50,100,45,4,"Accelerated Healing,Afterimage Creation,Agility,Bullet Time,Durability,Intelligence,Phasing,Speed Force,Stamina,Super Speed,Super Strength,Time Travel,Cold Resistance,Dimensional Travel,Dream Manipulation,Durability Negation,Electricity Absorption,Electricity Resistance,Electrokinesis,Endurance,Energy Absorption,Energy Blasts,Energy Manipulation,Energy Resistance,Enhanced Memory,Enhanced Senses,Heat Resistance,Illusions,Indomitable Will,Information Analysis,Intangibility,Invisibility,Invulnerability,Jump,Longevity,Marksmanship,Portal Creation,Possession,Reflexes,Stealth,Time Manipulation",Arrowverse - DC Television Universe,Bad,Male
Sentinel,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Shade,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Shado,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Shiv,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Silver Banshee,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,Bad,Female
Solovar,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Spartan,65,1,1,10,10,65,1,"Peak Human Condition,Stamina,Agility,Master Tactician,Stealth,Weapons Master,Marksmanship,Master Martial Artist,Reflexes",Arrowverse - DC Television Universe,Good,Male
Speed Force,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Speedy,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Spooner,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Sportsmaster,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Stephanie Brown,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Sue Dibny,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Superboy,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Tag Harris,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Tar-Pit,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Tattooed Man,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Ten,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
The Dodger,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
The Flash,70,10,75,30,80,60,3,"Acrobatics,Afterimage Creation,Air Control,Dexterity,Duplication,Electrokinesis,Endurance,Energy Manipulation,Enhanced Hearing,Enhanced Memory,Enhanced Senses,Intelligence,Phasing,Reflexes,Speed Force,Stamina,Super Speed,Super Strength,Accelerated Development,Accelerated Healing,Dimensional Travel,Information Analysis,Longevity,Molecular Combustion,Portal Creation,Regeneration,Timeframe Control,Time Manipulation",Arrowverse - DC Television Universe,Good,Male
The Mist,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
The Monitor,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
The Presence,100,100,7,100,100,100,7,"Nigh-Omnipotence,Omnipresence,Omniscience",Arrowverse - DC Television Universe,Good,Male
The Ray,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,Good,Male
The Rival,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,Bad,Male
The Silencer,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
The Thinker,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,Bad,Male
The Top,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Thunder,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Thunderbolt,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,Good,Male
Tigress,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Tobias Church,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,Bad,Male
Tobias Whale,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,Bad,Male
Tokamak,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Tori Whale,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Trajectory,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Trickster,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,Bad,Male
Turtle,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Ultraviolet,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Uriel,55,55,100,50,100,100,4,"Angel Physiology,Clairvoyance,Flight,Immortality,Nigh-Omniscience,Super Speed,Super Strength,Supernatural Condition,Accelerated Healing,Causality Manipulation,Dimensional Travel,Godly Physiology,Precognition,Will Of God,Existence Erasure",Arrowverse - DC Television Universe,Good,Male
Vigilante,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,Good,Male
Vixen,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,Good,Female
Vixen II,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,Good,Female
Weather Wizard,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,Bad,Male
White Canary,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,Good,Female
Wild Dog,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,Good,Male
William Clayton,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Winn Schott,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Wizard,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Wolfie,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Xotar,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
XS,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
XS (Negative Speed Force),0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Yao Fei,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Zadkiel,100,6,50,40,70,100,6,"Accelerated Healing,Agility,Angel Physiology,Cold Resistance,Dimensional Travel,Divine Powers,Divinity,Durability,Electricity Resistance,Endurance,Enhanced Memory,Enhanced Senses,Enhanced Sight,Fire Resistance,Flight,Heat Resistance,Immortality,Invulnerability,Master Martial Artist,Possession Resistance,Reflexes,Stamina,Super Speed,Super Strength,Time Manipulation Resistance,Toxin and Disease Resistance,Indomitable Will,Jump,Levitation,Shapeshifting",Arrowverse - DC Television Universe,Good,Male
Zari Tomaz,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Zed Martin,0,0,0,0,0,0,0,Null,Arrowverse - DC Television Universe,,
Zoom,80,30,50,30,65,35,4,"Accelerated Healing,Durability,Intelligence,Phasing,Speed Force,Stamina,Super Speed,Super Strength,Time Travel,Acrobatics,Afterimage Creation,Agility,Berserk Mode,Bloodlust,Durability Negation,Electrokinesis,Energy Absorption,Energy Blasts,Enhanced Senses,Indomitable Will,Insanity,Intangibility,Jump,Marksmanship,Portal Creation,Reflexes,Stealth",Arrowverse - DC Television Universe,Bad,Male
Allen,55,100,80,55,40,100,4,"Accelerated Development,Acrobatics,Agility,Cold Resistance,Dexterity,Durability,Endurance,Enhanced Condition,Enhanced Hearing,Enhanced Memory,Enhanced Senses,Enhanced Sight,Enhanced Smell,Fire Resistance,Flight,Heal,Indomitable Will,Intelligence,Jump,Longevity,Master Martial Artist,Master Tactician,Peak Human Condition,Stamina,Super Speed,Super Strength,Accelerated Healing,Adaptation,Heat Resistance,Interstellar Travel,Invulnerability,Latent Abilities,Marksmanship,Radiation Immunity,Reflexes,Regeneration,Stealth,Telepathy,Immortality,Omnilingualism,Reactive Evolution",Invincible,Good,Male
Angstrom Levy,95,20,25,25,25,50,3,"Dimensional Travel,Durability,Intelligence,Peak Human Condition,Portal Creation,Robotic Engineering,Super Speed,Super Strength,Technopath/Cyberpath,Weapon-based Powers,Accelerated Development,Agility,Cyborgization,Endurance,Flight,Heat Resistance,Jump,Levitation,Master Tactician,Reflexes",Invincible,Bad,Male
Anissa,70,100,75,50,45,45,4,"Accelerated Healing,Bullet Time,Cold Resistance,Durability,Flight,Heal,Intelligence,Jump,Longevity,Peak Human Condition,Stamina,Super Speed,Super Strength,Acrobatics,Agility,Berserk Mode,Bloodlust,Dexterity,Electricity Resistance,Endurance,Enhanced Hearing,Enhanced Memory,Enhanced Senses,Enhanced Sight,Enhanced Smell,Fire Resistance,Heat Resistance,Indomitable Will,Interstellar Travel,Invulnerability,Latent Abilities,Master Martial Artist,Radiation Immunity,Reflexes,Regeneration,Space Survivability,Telepathy,Toxin and Disease Resistance,Vision - Night",Invincible,Good,Female
Aquarus,0,0,0,0,0,0,0,Null,Invincible,Good,Male
Atom Eve,75,1,25,25,85,30,1,"Durability,Element Control,Energy Beams,Energy Blasts,Energy Constructs,Energy Manipulation,Flight,Force Fields,Immortality,Intelligence,Matter Manipulation,Mind Control,Molecular Manipulation,Peak Human Condition,Regeneration,Resurrection,Stamina,Subatomic Manipulation,Super Speed,Super Strength,Telekinesis,Telepathy,Transmutation,Accelerated Healing,Agility,Danger Sense,Dexterity,Endurance,Energy Absorption,Energy Resistance,Enhanced Condition,Enhanced Senses,Indomitable Will,Jump,Levitation,Light Control,Longevity,Matter Absorption,Reflexes,Stealth,Vision - Night",Invincible,Good,Female
Battle Beast,60,100,100,60,80,85,4,"Berserk Mode,Bloodlust,Cold Resistance,Dexterity,Durability,Endurance,Energy Resistance,Enhanced Senses,Fire Resistance,Heal,Heat Resistance,Stamina,Super Speed,Super Strength,Toxin and Disease Resistance,Weapons Master,Accelerated Healing,Agility,Electricity Resistance,Longevity,Master Martial Artist,Master Tactician,Portal Creation,Reflexes,Self-Sustenance,Swordsmanship",Invincible,Bad,Male
Bi-Plane,0,0,0,0,0,0,0,Null,Invincible,,
Brit,0,0,0,0,0,0,0,Null,Invincible,,
Britney,0,0,0,0,0,0,0,Null,Invincible,,
Bulletproof,55,75,55,45,40,45,3,"Durability,Flight,Heal,Peak Human Condition,Stamina,Super Speed,Super Strength,Acrobatics,Agility,Bullet Time,Cold Resistance,Dexterity,Electricity Resistance,Endurance,Fire Resistance,Heat Resistance,Invulnerability,Jump,Master Tactician,Reflexes,Accelerated Healing,Energy Absorption,Shockwaves Generation",Invincible,Good,Male
Cast Iron,0,0,0,0,0,0,0,Null,Invincible,,
Cecil Stedman,0,0,0,0,0,0,0,Null,Invincible,,
D.A. Sinclair,0,0,0,0,0,0,0,Null,Invincible,,
Damien Darkblood,0,0,0,0,0,0,0,Null,Invincible,,
Darkwing,0,0,0,0,0,0,0,Null,Invincible,Good,Male
Derek Sanders,0,0,0,0,0,0,0,Null,Invincible,,
Dinosaurus,75,100,50,60,60,80,4,"Accelerated Healing,Animal Attributes,Animal Oriented Powers,Invulnerability,Jaw Strength,Regeneration,Weapon-based Powers,Weapons Master,Size Changing,Shapeshifting",Invincible,Bad,Male
Doc Seismic,0,0,0,0,0,0,0,Null,Invincible,,
Donald Ferguson,0,0,0,0,0,0,0,Null,Invincible,Good,Male
Dupli-Kate,0,0,0,0,0,0,0,Null,Invincible,Good,Female
El Chupacabra,0,0,0,0,0,0,0,Null,Invincible,,
Embrace,0,0,0,0,0,0,0,Null,Invincible,,
General Kregg,0,0,0,0,0,0,0,Null,Invincible,,
Giant,0,0,0,0,0,0,0,Null,Invincible,,
Grand Regent Thragg,75,100,100,70,85,90,5,"Adaptation,Agility,Berserk Mode,Cold Resistance,Dexterity,Endurance,Enhanced Smell,Flight,Heat Resistance,Intelligence,Interstellar Travel,Invulnerability,Jump,Levitation,Longevity,Master Martial Artist,Master Tactician,Radiation Immunity,Reactive Evolution,Reflexes,Stamina,Super Breath,Super Speed,Super Strength,Toxin and Disease Resistance,Weapons Master,Accelerated Healing,Electricity Resistance,Energy Resistance,Enhanced Memory,Enhanced Senses,Enhanced Sight,Fire Resistance,Rage Power,Regeneration,Self-Sustenance,Telepathy,Immortality",Invincible,,
Gravitator,0,0,0,0,0,0,0,Null,Invincible,,
Green Ghost,0,0,0,0,0,0,0,Null,Invincible,,
Hail Mary,0,0,0,0,0,0,0,Null,Invincible,,
Invincible,70,100,100,75,75,70,5,"Accelerated Healing,Agility,Cold Resistance,Durability,Endurance,Flight,Intelligence,Interstellar Travel,Jump,Levitation,Reactive Power Level,Reflexes,Stamina,Super Speed,Super Strength,Telekinesis,Telepathy,Berserk Mode,Dexterity,Emotional Power Up,Enhanced Hearing,Enhanced Memory,Enhanced Senses,Enhanced Sight,Enhanced Smell,Fire Resistance,Heat Resistance,Invulnerability,Longevity,Marksmanship,Master Martial Artist,Reactive Evolution,Regeneration,Self-Sustenance,Super Breath,Toxin and Disease Resistance",Invincible,Good,Male
Japandroid,0,0,0,0,0,0,0,Null,Invincible,,
Kaboomerang,0,0,0,0,0,0,0,Null,Invincible,,
Kid Invincible,60,100,75,50,50,70,4,"Accelerated Development,Accelerated Healing,Acrobatics,Agility,Cold Resistance,Dexterity,Durability,Endurance,Fire Resistance,Flight,Heal,Heat Resistance,Jump,Longevity,Peak Human Condition,Stamina,Super Speed,Super Strength,Berserk Mode,Enhanced Condition,Enhanced Hearing,Enhanced Memory,Enhanced Senses,Enhanced Sight,Enhanced Smell,Indomitable Will,Invulnerability,Marksmanship,Master Martial Artist,Master Tactician,Radiation Immunity,Reflexes,Regeneration,Interstellar Travel,Rage Power,Self-Sustenance",Invincible,Good,Male
Kid Omni-Man,70,100,70,45,40,45,4,"Accelerated Development,Accelerated Healing,Cold Resistance,Durability,Flight,Heal,Intelligence,Jump,Longevity,Stamina,Super Speed,Super Strength,Acrobatics,Agility,Berserk Mode,Bionics,Dexterity,Electricity Resistance,Endurance,Enhanced Condition,Enhanced Hearing,Enhanced Memory,Enhanced Senses,Enhanced Sight,Enhanced Smell,Fire Resistance,Heat Resistance,Indomitable Will,Interstellar Travel,Invulnerability,Latent Abilities,Master Martial Artist,Radiation Immunity,Reflexes,Regeneration,Stealth,Telepathy,Rage Power",Invincible,Good,Male
Kid Thor,0,0,0,0,0,0,0,Null,Invincible,,
Killcannon,0,0,0,0,0,0,0,Null,Invincible,,
Knockout,0,0,0,0,0,0,0,Null,Invincible,,
Kursk,0,0,0,0,0,0,0,Null,Invincible,,
Le Brusier,0,0,0,0,0,0,0,Null,Invincible,,
Machine Head,0,0,0,0,0,0,0,Null,Invincible,,
Magmaniac,0,0,0,0,0,0,0,Null,Invincible,,
Martian Man,55,35,30,25,25,70,2,"Accelerated Healing,Durability,Elasticity,Flight,Heal,Peak Human Condition,Regeneration,Shapeshifting,Stamina,Super Speed,Super Strength,Transformation,Acrobatics,Agility,Cold Resistance,Dexterity,Endurance,Heat Resistance,Jump,Levitation,Master Martial Artist,Reflexes",Invincible,Good,Male
Master Mind,0,0,0,0,0,0,0,Null,Invincible,,
Mauler,90,80,40,40,30,75,2,"Durability,Gadget Usage,Intelligence,Peak Human Condition,Robotic Engineering,Stamina,Super Speed,Super Strength,Accelerated Healing,Agility,Bullet Time,Cold Resistance,Dexterity,Electricity Resistance,Endurance,Enhanced Condition,Fire Resistance,Heat Resistance,Indomitable Will,Information Analysis,Invulnerability,Jump,Marksmanship,Master Tactician,Reflexes,Weapons Master,Duplication,Large Size,Natural Armor,Weapon Creation",Invincible,Neutral,Male
Mister Liu,0,0,0,0,0,0,0,Null,Invincible,,
Monax,0,0,0,0,0,0,0,Null,Invincible,Good,Male
Monster Girl,55,65,30,40,40,55,3,"Durability,Heal,Intelligence,Jump,Peak Human Condition,Stamina,Super Speed,Super Strength,Accelerated Healing,Agility,Berserk Mode,Dexterity,Electricity Resistance,Endurance,Enhanced Condition,Enhanced Hearing,Enhanced Senses,Enhanced Sight,Enhanced Smell,Fire Resistance,Grappling/Climbing,Heat Resistance,Invulnerability,Longevity,Natural Armor,Radiation Immunity,Rage Power,Reflexes,Regeneration,Toxin and Disease Resistance,Age Manipulation,Large Size,Size Changing,Transformation",Invincible,Good,Female
Multi-Paul,0,0,0,0,0,0,0,Null,Invincible,,
Octoboss,0,0,0,0,0,0,0,Null,Invincible,,
Omni-Man,80,100,100,70,80,90,5,"Accelerated Healing,Agility,Cold Resistance,Durability,Enhanced Hearing,Enhanced Memory,Enhanced Senses,Enhanced Sight,Enhanced Smell,Flight,Heat Resistance,Intelligence,Interstellar Travel,Jump,Levitation,Reflexes,Stamina,Super Breath,Super Speed,Super Strength,Adaptation,Berserk Mode,Dexterity,Emotional Power Up,Endurance,Fire Resistance,Invulnerability,Longevity,Master Martial Artist,Master Tactician,Rage Power,Regeneration,Self-Sustenance,Telepathy,Toxin and Disease Resistance",Invincible,Neutral,Male
Onaan,55,100,70,45,35,45,4,"Accelerated Development,Cold Resistance,Dexterity,Durability,Electricity Resistance,Endurance,Enhanced Condition,Fire Resistance,Flight,Heal,Heat Resistance,Jump,Master Martial Artist,Peak Human Condition,Stamina,Super Speed,Super Strength,Accelerated Healing,Acrobatics,Agility,Enhanced Hearing,Enhanced Memory,Enhanced Senses,Enhanced Sight,Enhanced Smell,Indomitable Will,Interstellar Travel,Invulnerability,Longevity,Marksmanship,Radiation Immunity,Reflexes,Regeneration,Toxin and Disease Resistance",Invincible,Bad,Male
Outrun,0,0,0,0,0,0,0,Null,Invincible,Good,Female
Pegasus,0,0,0,0,0,0,0,Null,Invincible,,
Powerplex,70,10,25,25,40,50,3,"Absorption,Durability,Electricity Absorption,Electrokinesis,Energy Absorption,Heal,Heat Generation,Intelligence,Peak Human Condition,Radiation Absorption,Super Speed,Super Strength,Accelerated Development,Accelerated Healing,Acrobatics,Agility,Bloodlust,Dexterity,Emotional Power Up,Energy Blasts,Flight,Invulnerability,Jump,Latent Abilities,Power Suit,Rage Power,Reflexes",Invincible,Bad,Male
Reanimen,20,80,45,40,40,45,3,"Acrobatics,Agility,Dexterity,Durability,Endurance,Fire Resistance,Heat Resistance,Indomitable Will,Jump,Longevity,Marksmanship,Natural Armor,Peak Human Condition,Reflexes,Stamina,Stealth,Super Speed,Super Strength,Toxin and Disease Resistance,Accelerated Development,Invulnerability,Master Martial Artist,Natural Weapons,Vision - Night,Vision - Telescopic,Vision - X-Ray",Invincible,Neutral,
Red Devil,0,0,0,0,0,0,0,Null,Invincible,Good,Male
Red Eye,0,0,0,0,0,0,0,Null,Invincible,,
Red Rush,0,0,0,0,0,0,0,Null,Invincible,,
Rex-Splode,60,25,17,25,30,70,1,"Durability,Element Control,Endurance,Energy Blasts,Enhanced Condition,Explosion Manipulation,Master Martial Artist,Master Tactician,Peak Human Condition,Toxin and Disease Resistance",Invincible,Good,Male
Robot,90,100,50,60,70,60,4,"Accelerated Healing,Energy Beams,Energy Blasts,Energy Resistance,Fire Resistance,Flight,Intelligence,Interstellar Travel,Invulnerability,Longevity,Power Suit,Regeneration,Space Survivability,Spaceflight,Fire Control,Sound Manipulation",Invincible,Bad,Male
Set,0,0,0,0,0,0,0,Null,Invincible,,
Shapesmith,0,0,0,0,0,0,0,Null,Invincible,,
Shrinking Ray,0,0,0,0,0,0,0,Null,Invincible,,
Slaying Mantis,0,0,0,0,0,0,0,Null,Invincible,,
Supreme Leader Cho,0,0,0,0,0,0,0,Null,Invincible,,
Terra Grayson,65,100,85,50,45,45,4,"Durability,Endurance,Flight,Heal,Intelligence,Jump,Longevity,Peak Human Condition,Reflexes,Stamina,Super Speed,Super Strength,Accelerated Development,Accelerated Healing,Acrobatics,Agility,Bullet Time,Cold Resistance,Dexterity,Electricity Resistance,Fire Resistance,Heat Resistance,Indomitable Will,Interstellar Travel,Invulnerability,Latent Abilities,Marksmanship,Master Martial Artist,Master Tactician,Space Survivability,Rage Power,Regeneration",Invincible,Good,Female
